@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Acoustic_guitar,Applause,Bark,Bass_drum,Burping_or_eructation,Bus,Cello,Chime,Clarinet,Computer_keyboard,Cough,Cowbell,Double_bass,Drawer_open_or_close,Electric_piano,Fart,Finger_snapping,Fireworks,Flute,Glockenspiel,Gong,Gunshot_or_gunfire,Harmonica,Hi-hat,Keys_jangling,Knock,Laughter,Meow,Microwave_oven,Oboe,Saxophone,Scissors,Shatter,Snare_drum,Squeak,Tambourine,Tearing,Telephone,Trumpet,Violin_or_fiddle,Writing}

@DATA
0.011028,0.015341,3.310584,0.061384,0.145641,0.002300,0.002328,0.015699,-31.780805,4.130637,-0.110061,-0.174425,-0.124140,0.050259,-0.222063,-0.336506,-0.324842,-0.314950,-0.624677,-0.997152,-1.012683,0.001981,0.019733,0.286324,0.001771,0.000514,0.000230,0.000348,0.000341,0.000791,0.000212,0.000397,0.000103,0.079657,0.001707,0.016146,0.009312,0.019392,0.030957,0.002335,0.002952,0.003558,0.989100,0.715346,0.328486,0.267639,0.186634,0.205634,0.242076,0.205046,0.152229,0.177962,0.168464,0.150709,0.131279,0.001830,0.013079,0.026394,0.000621,0.000191,0.000088,0.000133,0.000314,0.000651,0.000096,0.000234,0.000049,0.005378,Acoustic_guitar
0.050078,0.007182,3.073314,0.125388,0.200265,0.135751,0.002425,0.015194,-33.035960,3.875223,0.301270,0.285510,0.109896,0.071648,0.033163,0.049002,-0.060896,-0.178867,-0.064565,0.144348,0.155176,0.004252,0.001245,0.032233,0.032067,0.012045,0.008798,0.035996,0.000230,0.006354,0.055916,0.103500,0.001980,0.033414,0.021708,0.004088,0.099848,0.031915,0.025449,0.057856,0.001492,0.002672,1.242072,0.683868,0.254812,0.143220,0.140727,0.139611,0.137077,0.136243,0.142900,0.142174,0.131185,0.119553,0.118600,0.002095,0.000770,0.012406,0.011435,0.005375,0.004011,0.011499,0.000219,0.002965,0.009959,0.020149,0.000986,0.004574,Acoustic_guitar
0.022717,0.050116,3.120792,0.107591,0.173024,0.147052,0.007235,0.026894,-23.992664,3.228781,0.314832,0.732398,-0.257539,0.054568,0.041561,-0.133245,0.032482,-0.102562,-0.294277,-0.094523,-0.214329,0.066348,0.007010,0.118743,0.008466,0.011136,0.005451,0.009539,0.000573,0.004285,0.012591,0.041312,0.001311,0.045066,0.014277,0.025969,0.134638,0.035091,0.027065,0.176973,0.004758,0.025601,1.045037,0.739377,0.329118,0.229313,0.206225,0.203461,0.207358,0.201043,0.199004,0.178874,0.192590,0.184281,0.183188,0.040832,0.005605,0.044340,0.008654,0.005034,0.003336,0.005250,0.000475,0.002766,0.009608,0.016657,0.000938,0.009206,Acoustic_guitar
0.025839,0.017219,3.184438,0.108154,0.185276,0.154126,0.007502,0.036110,-25.598565,3.205215,0.133540,0.225577,-0.329742,-0.279650,-0.381003,0.044853,-0.015905,-0.146580,-0.318222,-0.150121,-0.158067,0.011491,0.029076,0.105557,0.003820,0.004908,0.029414,0.012672,0.000861,0.010194,0.019618,0.010463,0.001177,0.038719,0.013275,0.010347,0.138841,0.024914,0.021820,0.187718,0.008180,0.045141,0.881414,0.461859,0.394546,0.302574,0.317481,0.272900,0.241251,0.388100,0.383225,0.380852,0.301781,0.274983,0.224568,0.009918,0.024603,0.086495,0.004105,0.005335,0.045180,0.007735,0.001064,0.009152,0.012609,0.011630,0.000968,0.017950,Acoustic_guitar
0.032764,0.000461,3.301148,0.171187,0.243271,0.205434,0.000811,0.041810,-38.409860,2.080676,-0.972297,-0.704130,-0.702973,-0.199740,-0.264294,0.971825,0.891220,-0.116197,-0.377695,-0.159316,0.014282,0.036806,0.180258,0.003992,0.000868,0.000792,0.000376,0.000451,0.000328,0.000257,0.000490,0.002797,0.001380,0.052582,0.012994,0.001389,0.033964,0.025543,0.021355,0.132181,0.000610,0.021010,1.274554,0.557610,0.433459,0.331413,0.247830,0.265388,0.251746,0.194159,0.171735,0.142197,0.127307,0.129018,0.114336,0.022404,0.035520,0.003877,0.000439,0.000990,0.000393,0.000400,0.000313,0.000214,0.000380,0.003080,0.000504,0.006748,Acoustic_guitar
0.024589,0.004023,3.119896,0.107346,0.193671,0.076412,0.003437,0.023852,-32.393359,3.121561,-0.345008,-0.307231,-0.423806,-0.534356,-0.032859,0.441225,0.528101,0.124049,-0.053085,-0.047478,-0.038004,0.017164,0.088872,0.025492,0.011415,0.011968,0.001116,0.104881,0.000546,0.001092,0.026608,0.013084,0.001711,0.047901,0.004946,0.004869,0.086868,0.017213,0.016055,0.038187,0.001778,0.003472,0.789174,0.293898,0.220837,0.165754,0.159342,0.192034,0.132124,0.150960,0.172810,0.150232,0.138482,0.135153,0.132096,0.006135,0.016442,0.013983,0.006291,0.006814,0.000842,0.039022,0.000462,0.000716,0.006418,0.008745,0.001091,0.008553,Acoustic_guitar
0.063193,0.010291,3.292507,0.173972,0.218943,0.262960,0.001850,0.021379,-33.754689,2.517645,-0.961538,-0.710002,-0.748907,-0.335790,0.062279,0.138575,0.423132,0.377614,0.027878,-0.149279,-0.288533,0.141276,0.005687,0.008805,0.001522,0.013045,0.000666,0.045422,0.001054,0.000633,0.001497,0.004160,0.016995,0.042461,0.016039,0.007202,0.020352,0.033158,0.025056,0.063475,0.001201,0.003305,1.471963,0.627406,0.246943,0.226814,0.180980,0.137964,0.134213,0.152811,0.145018,0.224814,0.103397,0.163305,0.105149,0.017896,0.001374,0.006642,0.000440,0.007103,0.000218,0.011366,0.000521,0.000223,0.000444,0.001269,0.002812,0.002346,Acoustic_guitar
0.032149,0.003830,3.243420,0.178494,0.244242,0.177371,0.005578,0.007188,-36.544502,3.056559,0.915499,0.853632,0.485890,0.392392,0.266050,0.199166,0.079847,0.057678,-0.029217,-0.078766,-0.092927,0.002977,0.000812,0.015389,0.001087,0.015608,0.001050,0.187560,0.000117,0.000370,0.029042,0.007959,0.000188,0.051306,0.008681,0.001879,0.060909,0.027385,0.021687,0.061891,0.004470,0.000329,1.133999,0.453687,0.225165,0.144401,0.121131,0.083590,0.080030,0.073945,0.083559,0.083149,0.082131,0.070642,0.057487,0.001165,0.000381,0.008120,0.000506,0.006516,0.000622,0.017586,0.000080,0.000251,0.004184,0.002227,0.000134,0.004435,Acoustic_guitar
0.057318,0.001224,3.068700,0.240776,0.276545,0.281114,0.003704,0.009808,-40.503546,2.688229,0.694451,0.545788,0.159280,0.013860,0.117634,0.204645,0.136464,0.145424,0.135440,0.004320,-0.080394,0.002789,0.016116,0.039673,0.001457,0.022846,0.002737,0.156624,0.000214,0.001703,0.024687,0.008331,0.000666,0.049320,0.022547,0.002684,0.127908,0.026691,0.013394,0.112801,0.002791,0.001619,1.054950,0.389301,0.277778,0.174464,0.169594,0.173662,0.156474,0.124032,0.127354,0.123299,0.120773,0.106310,0.111223,0.002059,0.008743,0.036176,0.000693,0.014184,0.001524,0.045675,0.000157,0.001233,0.006239,0.005806,0.000556,0.010955,Acoustic_guitar
0.044754,0.003511,3.304223,0.129988,0.192896,0.033539,0.000555,0.046211,-32.238330,0.274339,-2.185967,0.849578,0.584174,-0.573407,-0.316698,0.595616,0.006732,-0.425721,0.143147,0.310226,-0.223156,0.002890,0.002538,0.102059,0.005716,0.001344,0.000566,0.000533,0.000207,0.000259,0.000350,0.000666,0.000581,0.028113,0.000810,0.005111,0.020215,0.024615,0.027885,0.022604,0.000984,0.001683,1.115273,0.699256,0.278391,0.133123,0.091063,0.102062,0.035655,0.086859,0.050094,0.037290,0.046088,0.033937,0.029227,0.007063,0.000307,0.006972,0.000475,0.001551,0.000661,0.000456,0.000024,0.000168,0.000193,0.000729,0.000324,0.001902,Acoustic_guitar
0.017326,0.009953,3.280387,0.123394,0.211184,0.064792,0.002073,0.021109,-31.568875,3.043737,0.128817,0.085912,-0.236021,-0.266377,-0.581530,-0.305121,-0.322168,-0.191985,0.190827,0.463607,0.469742,0.013590,0.000455,0.038616,0.003234,0.015788,0.043579,0.170691,0.000302,0.006609,0.001738,0.005617,0.000573,0.049864,0.006888,0.005924,0.037779,0.041056,0.026152,0.068565,0.001225,0.007653,1.937520,0.631416,0.221977,0.214360,0.245015,0.201904,0.166038,0.199331,0.171638,0.167435,0.147739,0.123668,0.132284,0.010027,0.000252,0.023256,0.001596,0.014236,0.014400,0.036114,0.000273,0.002486,0.000589,0.002389,0.000303,0.006660,Acoustic_guitar
0.026526,0.014275,3.305044,0.091948,0.172849,0.018126,0.003699,0.033133,-30.325766,3.090895,-0.674245,-0.337373,-0.493102,-0.132594,-0.767183,-0.579138,-0.429402,-0.243430,0.591855,0.775820,-0.016258,0.001186,0.004842,0.001973,0.001408,0.002672,0.006419,0.209136,0.001662,0.045993,0.001969,0.001460,0.000563,0.058895,0.004815,0.015318,0.007988,0.025062,0.034297,0.013183,0.002875,0.006974,1.380552,0.541256,0.391738,0.412910,0.228123,0.257043,0.212683,0.194350,0.171845,0.230143,0.140733,0.196476,0.098358,0.000998,0.003493,0.001465,0.000668,0.001333,0.002828,0.050621,0.000968,0.019127,0.000803,0.000788,0.000230,0.012200,Acoustic_guitar
0.037975,0.016044,3.265891,0.118714,0.195462,0.103363,0.001454,0.017895,-33.178092,3.973338,0.068209,-0.322147,-0.374965,0.101099,0.233838,0.269337,0.321250,0.206042,0.048967,-0.027685,-0.107454,0.046261,0.001768,0.011156,0.000754,0.005902,0.051230,0.131119,0.000153,0.000816,0.001395,0.001918,0.004747,0.043938,0.030122,0.010089,0.028372,0.035664,0.024439,0.084316,0.001180,0.001793,1.381346,0.752146,0.207962,0.167572,0.144088,0.118698,0.168229,0.177055,0.153062,0.145054,0.157278,0.149330,0.133452,0.006269,0.000474,0.004281,0.000424,0.003615,0.010663,0.019003,0.000154,0.000396,0.000436,0.000611,0.000994,0.004257,Acoustic_guitar
0.045127,0.017450,3.272487,0.156790,0.227481,0.142321,0.001474,0.026512,-33.089021,2.299885,-0.964347,-0.526088,0.101236,0.599490,0.669572,0.012166,-0.522128,-0.105990,0.384521,0.243463,0.057469,0.000674,0.000501,0.049632,0.001587,0.010798,0.166469,0.063949,0.002235,0.000884,0.000828,0.005179,0.000321,0.054122,0.022867,0.015638,0.032921,0.043892,0.021438,0.137231,0.001229,0.005849,1.824314,0.662293,0.278618,0.186761,0.201351,0.202863,0.181061,0.139201,0.143752,0.093838,0.113135,0.119371,0.094105,0.000185,0.000203,0.020896,0.000549,0.010616,0.018050,0.022963,0.000597,0.000310,0.000221,0.001965,0.000082,0.004912,Acoustic_guitar
0.026056,0.007033,3.303527,0.077937,0.149846,0.026079,0.000893,0.041960,-29.871328,3.187235,-1.153391,0.412784,-0.410185,-0.451445,-0.523784,-0.085794,0.081164,-0.044724,0.194277,0.244602,-0.019854,0.001929,0.000741,0.009598,0.018569,0.002187,0.002904,0.006630,0.000907,0.042145,0.020485,0.004083,0.011780,0.013439,0.004197,0.006734,0.009837,0.022860,0.034191,0.016490,0.000463,0.003262,0.886647,0.507820,0.299610,0.237910,0.177207,0.190743,0.167579,0.175040,0.208812,0.228197,0.151287,0.153324,0.120100,0.001411,0.000358,0.002645,0.006188,0.000621,0.000886,0.001983,0.000670,0.010856,0.005495,0.000762,0.003067,0.001737,Acoustic_guitar
0.090829,0.006463,3.199801,0.168596,0.214188,0.322056,0.004670,0.018498,-32.739774,3.104057,0.390824,0.126493,-0.320314,-0.325440,-0.261729,0.077922,0.222025,0.228466,0.123939,0.134629,0.167390,0.003144,0.004078,0.029104,0.007126,0.045462,0.002812,0.058400,0.000300,0.004271,0.047499,0.019442,0.005867,0.032268,0.019375,0.006057,0.085011,0.024719,0.021356,0.081552,0.004105,0.008616,0.955284,0.410807,0.247742,0.220076,0.182708,0.190087,0.149546,0.134982,0.141868,0.141166,0.139832,0.123688,0.130418,0.001769,0.004763,0.015792,0.003862,0.016215,0.001865,0.035287,0.000255,0.001336,0.009240,0.013148,0.004504,0.008180,Acoustic_guitar
0.036457,0.003791,3.274316,0.193825,0.241014,0.194166,0.002414,0.010640,-39.934812,3.048098,1.000103,0.589084,0.185322,-0.090039,-0.304984,-0.382319,-0.544915,-0.614152,-0.621107,-0.490618,-0.459321,0.004607,0.000516,0.298552,0.003079,0.004218,0.003027,0.002197,0.000238,0.000360,0.000412,0.001035,0.000110,0.083526,0.012306,0.001208,0.036660,0.019385,0.011938,0.076749,0.002524,0.000875,0.802982,0.409292,0.276437,0.173927,0.155390,0.138426,0.141988,0.131750,0.129594,0.128964,0.126888,0.127664,0.130904,0.004774,0.000632,0.012985,0.002865,0.005456,0.003101,0.002161,0.000295,0.000354,0.000362,0.001119,0.000106,0.003197,Acoustic_guitar
0.102098,0.000278,3.195127,0.285962,0.280918,0.660087,0.002759,0.089383,-34.209296,0.948068,-0.066266,0.434903,0.212577,0.292305,0.139363,-0.406194,0.200192,0.240813,-0.237260,0.148482,0.094647,0.000806,0.000842,0.020798,0.002396,0.018672,0.001117,0.119516,0.000510,0.000841,0.108925,0.003057,0.000573,0.050940,0.022395,0.000851,0.122805,0.028201,0.018737,0.259017,0.001548,0.036690,1.360030,0.307352,0.245367,0.308349,0.265933,0.157374,0.075101,0.138330,0.151748,0.166458,0.136762,0.131928,0.135006,0.000646,0.000902,0.013771,0.001691,0.017748,0.000929,0.045364,0.000386,0.000491,0.027536,0.001932,0.000289,0.012299,Acoustic_guitar
0.086072,0.002336,3.284767,0.158377,0.200145,0.140304,0.000634,0.090608,-37.474227,-0.672619,-1.304366,0.742947,0.095777,0.534806,-1.128086,0.633335,0.562017,-0.834309,0.301008,0.194705,0.008768,0.003118,0.060218,0.002885,0.000568,0.000563,0.000206,0.000256,0.000132,0.000189,0.000293,0.000540,0.000563,0.016505,0.008170,0.007160,0.049583,0.027950,0.031602,0.137297,0.000957,0.023035,3.044773,0.631883,0.438703,0.403274,0.217017,0.146420,0.188105,0.147500,0.124403,0.129372,0.094917,0.092872,0.093894,0.003546,0.005690,0.001042,0.000173,0.000716,0.000244,0.000214,0.000094,0.000157,0.000316,0.000846,0.000147,0.001537,Acoustic_guitar
0.047690,0.004821,3.185073,0.134379,0.206945,0.133547,0.001916,0.014979,-34.563492,3.662252,-0.041262,-0.221373,-0.081739,0.250335,0.163769,0.028202,-0.006491,0.095507,0.297863,0.373605,0.283469,0.006846,0.000452,0.198967,0.003453,0.006347,0.018219,0.053494,0.000461,0.006438,0.001335,0.007128,0.004001,0.056435,0.036070,0.004325,0.066910,0.036723,0.021908,0.105757,0.001050,0.002854,1.583775,0.709471,0.243857,0.207716,0.120389,0.116007,0.121480,0.138171,0.132907,0.109377,0.122486,0.163223,0.121053,0.003769,0.000413,0.035573,0.001306,0.003888,0.004184,0.009997,0.000371,0.002841,0.000798,0.003574,0.001700,0.008801,Acoustic_guitar
0.087743,0.012364,2.899841,0.243056,0.225960,0.619145,0.007082,0.103937,-33.817732,-0.095596,0.229081,1.033165,0.171274,0.501210,-0.125328,-0.048195,0.297883,0.068493,0.085101,-0.203169,0.253718,0.002176,0.000513,0.020384,0.003801,0.053550,0.001529,0.034977,0.000424,0.001498,0.006546,0.016510,0.000954,0.023773,0.027565,0.023701,0.596972,0.127424,0.088276,0.394828,0.004827,0.059260,6.926922,0.983757,0.657090,0.617294,0.485311,0.419115,0.445937,0.304184,0.347208,0.214047,0.289528,0.341919,0.199344,0.004337,0.000435,0.026511,0.006524,0.057496,0.002818,0.037602,0.000415,0.002218,0.010041,0.022711,0.000961,0.013041,Acoustic_guitar
0.032034,0.002046,3.190275,0.185543,0.251150,0.164878,0.005676,0.006990,-37.382525,2.933174,0.908145,0.837419,0.480677,0.383500,0.265833,0.203856,0.089860,0.058583,-0.002230,-0.043197,-0.089254,0.002874,0.001129,0.028135,0.001086,0.018867,0.000840,0.186296,0.000106,0.000355,0.027479,0.008355,0.000196,0.052723,0.010977,0.001516,0.067137,0.027393,0.018561,0.069677,0.004550,0.000537,1.085444,0.423612,0.223367,0.136789,0.116641,0.090234,0.086123,0.074855,0.073184,0.075455,0.066760,0.059361,0.064402,0.001197,0.000913,0.017316,0.000567,0.009232,0.000523,0.028432,0.000081,0.000231,0.003969,0.003346,0.000160,0.006439,Acoustic_guitar
0.012565,0.002268,3.270080,0.143864,0.233021,0.068056,0.001999,0.007133,-35.735766,3.253875,0.907909,0.880079,0.519634,0.462021,0.307325,0.263515,0.145677,0.112568,0.057043,0.035587,-0.000072,0.004689,0.000185,0.019138,0.001415,0.082402,0.000840,0.122950,0.000096,0.000418,0.017073,0.010346,0.000393,0.038704,0.001421,0.001552,0.021716,0.025327,0.023342,0.017726,0.001686,0.000590,1.246481,0.430304,0.225174,0.113074,0.090156,0.069869,0.059749,0.053271,0.049217,0.042904,0.045868,0.040375,0.039934,0.002200,0.000115,0.005741,0.000621,0.008049,0.000456,0.004249,0.000064,0.000236,0.005110,0.002462,0.000264,0.000906,Acoustic_guitar
0.032207,0.015755,3.278453,0.160038,0.228154,0.103807,0.001895,0.032582,-34.000492,1.712958,-1.782632,-0.894425,-0.434398,0.215455,0.741630,0.420432,-0.652989,-0.478583,0.391864,0.327561,-0.058344,0.000447,0.000500,0.003541,0.001931,0.051474,0.009981,0.003915,0.000893,0.000540,0.000394,0.000488,0.000366,0.014076,0.003862,0.020176,0.014995,0.036051,0.025575,0.050153,0.000962,0.005649,2.168729,0.449145,0.362590,0.187536,0.232918,0.145890,0.166676,0.136610,0.136398,0.144703,0.101210,0.119817,0.142698,0.000095,0.000151,0.001323,0.000435,0.015896,0.001904,0.001248,0.000218,0.000131,0.000083,0.000142,0.000073,0.004352,Acoustic_guitar
0.018330,0.009713,3.069365,0.117771,0.206409,0.073404,0.007324,0.010250,-32.364574,2.935054,0.357019,0.574932,0.358845,0.226973,0.343576,0.439796,0.268359,0.077519,0.062066,0.004537,0.009398,0.002533,0.000579,0.043273,0.007493,0.117417,0.000938,0.124710,0.000222,0.000558,0.003100,0.014366,0.000727,0.059957,0.006137,0.005731,0.120540,0.021981,0.020519,0.043100,0.005357,0.007647,0.877577,0.376133,0.179369,0.132604,0.144308,0.164093,0.153728,0.149782,0.148544,0.152508,0.119907,0.122057,0.127641,0.001885,0.000367,0.021503,0.006046,0.018979,0.000708,0.044113,0.000190,0.000403,0.002025,0.010384,0.000588,0.010675,Acoustic_guitar
0.020041,0.010382,3.311062,0.059336,0.134420,0.002514,0.005721,0.020163,-34.720698,3.471589,-1.036810,-0.922902,-1.019694,-0.836865,-0.397621,0.900232,0.985751,0.012600,-0.645766,-0.116161,0.119545,0.008128,0.240388,0.000646,0.000128,0.000150,0.000177,0.000122,0.000035,0.000392,0.000158,0.000359,0.000172,0.066298,0.000316,0.005116,0.006571,0.012086,0.020030,0.007026,0.008810,0.000870,1.085035,0.506900,0.311983,0.333963,0.202458,0.206499,0.169707,0.248801,0.235338,0.160395,0.149567,0.153566,0.153192,0.004513,0.008975,0.002201,0.000265,0.000364,0.000534,0.000243,0.000043,0.000273,0.000244,0.000691,0.000301,0.002361,Acoustic_guitar
0.042184,0.003072,3.291795,0.169137,0.222339,0.057299,0.004948,0.050703,-38.055151,-0.084282,-1.969928,0.457615,0.499375,0.260733,-1.106698,0.174400,0.893766,-0.754835,-0.228099,0.358038,0.022447,0.300986,0.000828,0.000235,0.000119,0.000302,0.000168,0.000126,0.000075,0.000150,0.000150,0.000244,0.000483,0.083118,0.005629,0.008130,0.045392,0.026252,0.028453,0.079899,0.008464,0.017461,2.725860,0.655182,0.531307,0.263447,0.279450,0.270859,0.229294,0.219258,0.201093,0.135593,0.147854,0.112826,0.178235,0.032631,0.000706,0.000494,0.000239,0.000982,0.000601,0.000383,0.000195,0.000507,0.000392,0.000563,0.000850,0.009124,Acoustic_guitar
0.037696,0.012890,3.185523,0.188822,0.269588,0.115109,0.003313,0.022590,-26.664563,3.340112,0.053024,0.082674,-0.083632,-0.487586,-0.720872,-0.280690,-0.252716,-0.072976,-0.070718,-0.171793,0.038698,0.003463,0.000513,0.003963,0.010323,0.148066,0.002458,0.002950,0.000122,0.004244,0.037507,0.032178,0.001492,0.045457,0.018435,0.010860,0.134170,0.029396,0.019779,0.104110,0.004785,0.010910,0.943555,0.471721,0.279407,0.262556,0.346581,0.222045,0.275999,0.242101,0.272617,0.293903,0.182843,0.153222,0.194907,0.002684,0.000437,0.007173,0.016116,0.095649,0.002429,0.002108,0.000125,0.002986,0.025801,0.015896,0.001049,0.020861,Acoustic_guitar
0.035229,0.022220,3.199643,0.158232,0.184873,0.285648,0.003847,0.040980,-28.580089,1.973361,0.226876,0.611282,-0.056834,-0.137297,0.212435,0.141496,-0.364450,-0.154686,-0.030341,-0.149593,-0.125787,0.055450,0.000900,0.052912,0.025980,0.040000,0.009157,0.009918,0.001055,0.002924,0.015561,0.024350,0.006550,0.037933,0.012361,0.012777,0.132110,0.071076,0.045307,0.164092,0.005227,0.021048,3.227814,0.695201,0.311795,0.301888,0.234984,0.302271,0.275495,0.239182,0.297042,0.314715,0.234358,0.286518,0.217808,0.050176,0.000789,0.041201,0.025669,0.032732,0.007599,0.008209,0.001386,0.002181,0.015308,0.022750,0.007575,0.007633,Acoustic_guitar
0.018767,0.002253,3.310501,0.092848,0.181911,0.007237,0.003120,0.019047,-33.272351,3.266117,-0.625764,-0.976384,-1.106238,-0.547547,-0.063194,0.465377,0.570601,0.346652,-0.081490,-0.294468,-0.327704,0.223140,0.004619,0.004407,0.000602,0.001604,0.000380,0.001153,0.000088,0.000430,0.001036,0.002447,0.009192,0.061348,0.000524,0.007245,0.019213,0.024392,0.028116,0.004631,0.002215,0.000040,0.818258,0.611334,0.237370,0.204889,0.157019,0.128364,0.080256,0.093000,0.087761,0.074033,0.036531,0.057810,0.055748,0.007342,0.000380,0.006593,0.000314,0.002005,0.000223,0.001314,0.000056,0.000382,0.000390,0.000846,0.000744,0.001743,Acoustic_guitar
0.025081,0.005328,3.254412,0.127334,0.211173,0.089277,0.003390,0.031237,-32.701465,2.362744,-0.494025,0.251687,0.227674,0.314337,-0.290991,-0.468456,0.176558,-0.316645,-0.551711,-0.109722,0.429042,0.000781,0.000443,0.100180,0.006578,0.090780,0.000999,0.089988,0.000369,0.000338,0.001216,0.062555,0.000823,0.055099,0.014288,0.006129,0.047471,0.035711,0.019397,0.097424,0.001935,0.007441,1.723914,0.490953,0.274683,0.194780,0.187478,0.193809,0.165184,0.185642,0.165558,0.198878,0.166546,0.145287,0.130112,0.000507,0.000253,0.045351,0.005365,0.040770,0.000718,0.041738,0.000224,0.000244,0.000525,0.031358,0.000519,0.008721,Acoustic_guitar
0.038629,0.026946,3.160972,0.126670,0.189480,0.335245,0.005910,0.059681,-25.185887,2.901902,0.675533,0.394303,-0.224619,-0.155455,-0.192101,-0.067716,-0.345588,-0.157023,-0.016496,-0.368195,-0.177249,0.032182,0.005688,0.155660,0.007328,0.007540,0.021502,0.013592,0.000196,0.002263,0.018517,0.010187,0.001016,0.045287,0.029863,0.018565,0.118608,0.028282,0.018872,0.353684,0.005920,0.072969,0.925666,0.431702,0.293374,0.244359,0.246395,0.200672,0.196917,0.196638,0.236184,0.223662,0.262952,0.201559,0.233531,0.024476,0.004658,0.067000,0.007903,0.005290,0.021568,0.009936,0.000186,0.002366,0.018497,0.006123,0.000918,0.015271,Acoustic_guitar
0.071136,0.007339,3.218991,0.128551,0.154906,0.117133,0.020716,0.084059,-33.803646,-1.374067,-0.559278,1.036116,-1.133431,0.880235,0.080491,-0.805481,0.523227,-0.295287,0.198681,0.201544,-0.535400,0.002710,0.000083,0.000558,0.000142,0.001067,0.000068,0.000129,0.000295,0.000157,0.000168,0.000692,0.004813,0.002054,0.004483,0.006392,0.117486,0.019400,0.027257,0.097239,0.020582,0.011759,1.733099,0.609940,0.284217,0.171246,0.160883,0.175603,0.117073,0.199162,0.164181,0.096856,0.123163,0.142410,0.109507,0.009156,0.000107,0.000965,0.000370,0.003000,0.000163,0.000359,0.000405,0.000333,0.000357,0.001236,0.003697,0.003383,Acoustic_guitar
0.059823,0.036410,3.209417,0.112995,0.148915,0.031757,0.044463,0.060768,-31.078509,-0.933414,-1.419787,1.416941,-0.563639,-0.367765,0.838805,-0.368308,-0.393785,0.738653,-0.339940,-0.191177,0.226032,0.000792,0.000042,0.000379,0.000084,0.000435,0.000181,0.000273,0.227594,0.000331,0.000091,0.000162,0.000054,0.062860,0.001304,0.020797,0.100709,0.026054,0.035446,0.054865,0.051620,0.003316,1.864721,0.644107,0.410530,0.203606,0.164017,0.112962,0.157140,0.091776,0.090035,0.190780,0.106685,0.117320,0.118163,0.002919,0.000084,0.001135,0.000211,0.001237,0.000231,0.000391,0.027392,0.000380,0.000240,0.000521,0.000153,0.007642,Acoustic_guitar
